t_s,fps,frame_ms_ema,fixed_ticks,meshed,dirty,visible_unready,rss_mb,cam_x,cam_y,cam_z,focus_x,focus_y,focus_z
275.43,59.97,16.68,5508,1016,0,837,550.7,8.0,133.4,162.5,20.0,77.8,117.7
276.43,59.99,16.67,5528,1016,0,831,550.7,16.3,147.9,151.9,20.0,88.6,105.5
277.45,62.35,16.04,5548,1016,0,821,550.6,26.5,158.1,136.8,20.0,94.1,90.8
278.46,60.43,16.55,5569,1016,0,801,550.6,36.6,162.3,118.8,20.0,93.5,75.8
279.48,59.96,16.68,5589,1016,0,771,550.6,44.6,159.9,100.7,20.0,86.7,62.3
280.48,60.21,16.61,5609,1016,0,729,550.6,49.6,151.6,86.5,20.0,75.1,52.5
281.48,59.78,16.73,5629,1016,0,716,550.6,51.6,138.5,79.8,20.0,60.4,48.1
282.50,61.51,16.26,5649,1016,0,736,550.7,57.4,154.8,80.4,23.5,75.2,50.6
283.51,60.32,16.58,5670,1016,0,809,550.7,75.8,179.6,81.8,35.0,94.3,59.1
284.53,59.99,16.67,5690,1016,0,912,550.7,99.8,203.0,81.0,52.2,109.0,71.8
285.55,58.20,17.18,5711,1016,0,983,550.7,121.6,221.6,77.7,72.2,117.1,86.7
286.56,60.16,16.62,5731,1016,0,1007,550.7,136.2,232.7,74.5,92.4,117.5,101.7
287.56,60.92,16.41,5751,1016,0,1028,550.6,143.2,235.0,74.5,110.0,110.2,114.7
288.56,60.00,16.67,5771,1016,0,1032,550.6,145.8,228.5,77.0,122.7,96.5,124.1
289.58,60.06,16.65,5791,1016,0,1032,550.6,146.4,213.2,78.8,128.0,78.1,128.0
290.58,60.20,16.61,5811,1016,0,1032,550.6,141.9,216.3,71.7,125.3,86.4,123.3
291.60,59.72,16.75,5831,1016,0,1028,550.6,127.6,205.6,53.1,117.5,92.2,109.7
292.61,60.77,16.46,5852,1016,0,1016,550.6,105.3,182.7,31.9,106.3,92.7,90.0
293.63,59.98,16.67,5872,1016,0,975,550.6,80.5,152.4,15.3,93.3,88.0,67.4
294.65,60.26,16.60,5892,1016,0,881,550.6,60.7,119.9,5.5,80.4,78.6,44.7
295.65,60.09,16.64,5912,1016,0,783,550.6,49.9,90.2,0.2,69.3,66.0,25.3
296.66,59.87,16.70,5933,1016,0,718,550.6,46.4,65.4,-3.3,61.3,51.7,11.5
297.66,60.61,16.50,5953,1016,0,674,550.7,46.2,49.5,-2.9,58.5,39.4,8.0
298.68,59.99,16.67,5973,1016,0,669,550.7,43.3,63.0,-2.4,56.6,52.6,8.0
299.70,59.96,16.68,5993,1016,0,660,550.7,36.0,74.4,-0.6,51.9,63.0,8.0
300.70,59.98,16.67,6013,1016,0,645,550.7,26.3,81.8,3.2,45.4,69.0,8.5
301.72,87.07,11.48,6034,1016,0,621,550.7,16.1,84.4,9.4,37.9,69.9,9.6
302.71,60.25,16.60,6054,1016,0,619,551.0,7.6,81.5,16.5,30.6,65.3,10.7
303.71,59.91,16.69,6074,1016,0,596,551.0,1.7,73.8,23.0,24.3,56.2,11.6
304.73,60.18,16.62,6094,1016,0,588,551.0,-1.6,62.3,27.7,19.9,43.5,12.3
305.75,60.19,16.61,6114,1016,0,584,551.0,-2.3,52.0,29.4,18.6,32.8,12.6
306.76,60.12,16.63,6135,1016,0,654,551.0,16.4,73.1,43.9,30.9,53.1,20.7
307.78,60.47,16.54,6155,1016,0,809,551.0,65.3,99.3,67.4,59.3,77.1,39.5
308.78,60.04,16.66,6175,1016,0,965,551.0,125.9,125.5,74.2,97.3,100.2,64.6
309.78,60.04,16.66,6195,1016,0,1017,551.0,161.1,148.4,69.3,140.0,119.4,92.9
310.78,60.03,16.66,6215,1016,0,978,551.0,168.7,158.8,90.4,181.8,126.0,120.6
311.80,60.18,16.62,6235,1016,0,812,551.0,184.7,162.2,138.7,218.0,126.0,144.5
312.81,60.22,16.61,6256,1016,0,689,551.0,211.8,164.5,176.5,242.2,126.0,160.5
313.83,59.84,16.71,6276,1016,0,651,551.0,221.1,165.2,186.2,248.0,126.0,164.7
314.85,59.97,16.68,6296,1016,0,701,551.0,217.0,163.5,176.9,241.1,126.0,155.1
315.85,60.14,16.63,6316,1016,0,782,551.0,207.2,159.6,157.3,225.7,126.0,135.8
316.85,60.30,16.58,6336,1016,0,876,551.0,193.0,154.2,129.3,204.9,126.0,109.6
317.86,60.01,16.66,6357,1016,0,947,551.0,175.5,141.3,96.1,181.5,119.5,80.1
318.86,59.62,16.77,6377,1016,0,881,551.0,157.0,113.9,63.4,159.0,98.5,51.9
319.88,60.17,16.62,6397,1016,0,802,551.0,139.7,83.4,35.0,139.9,73.6,27.8
320.88,60.13,16.63,6417,1016,0,762,551.0,128.0,59.0,16.7,127.6,53.0,12.4
321.90,60.12,16.63,6437,1016,0,740,551.0,124.9,41.4,12.0,124.5,36.5,8.5
322.90,60.07,16.65,6457,1016,0,740,551.0,124.7,47.3,9.9,124.5,45.5,8.5
323.91,60.17,16.62,6478,1016,0,740,551.0,125.5,56.7,12.4,124.5,52.3,8.5
324.93,60.21,16.61,6498,1016,0,740,551.0,126.3,59.9,12.8,124.5,55.8,8.5
325.93,60.05,16.65,6518,1016,0,740,551.0,127.2,59.0,13.0,124.5,55.5,8.5
326.95,60.04,16.66,6538,1016,0,740,551.0,125.6,52.2,9.8,124.5,51.3,8.5
327.96,60.01,16.66,6559,1016,0,740,551.1,125.8,44.7,9.8,124.5,43.9,8.5
328.96,60.01,16.66,6579,1016,0,740,551.1,126.3,35.2,9.9,124.5,34.5,8.5
329.98,60.05,16.65,6599,1016,0,740,551.1,125.7,61.7,9.8,124.0,61.0,8.5
331.00,60.22,16.61,6619,1016,0,739,551.1,123.6,68.2,11.6,117.7,66.0,8.0
332.00,60.13,16.63,6639,1016,0,742,551.1,113.5,72.7,10.7,105.8,70.0,8.0
333.01,60.26,16.59,6660,1016,0,734,551.0,98.2,64.6,8.4,90.3,61.7,8.0
334.01,60.03,16.66,6680,1016,0,716,551.0,84.7,68.9,5.3,73.7,64.5,8.0
335.01,59.97,16.68,6700,1016,0,669,551.0,69.0,68.0,1.5,57.9,62.7,8.0
336.03,60.11,16.64,6720,1016,0,645,551.0,55.0,62.5,-1.8,44.8,56.4,8.0
337.03,59.96,16.68,6740,1016,0,617,551.0,46.2,53.5,-3.7,37.0,46.9,8.0
338.03,60.24,16.60,6760,1016,0,613,551.0,44.4,51.3,-4.1,35.5,44.6,8.0
339.05,59.95,16.68,6780,1016,0,613,551.0,42.8,62.1,-4.6,35.2,55.2,8.0
340.05,60.08,16.64,6800,1016,0,613,551.0,39.9,70.1,-5.2,34.7,62.9,8.0
341.06,59.93,16.69,6821,1016,0,613,551.0,36.4,74.0,-5.3,34.1,66.5,8.0
342.06,60.24,16.60,6841,1016,0,609,551.1,32.8,73.4,-4.7,33.5,65.5,8.0
343.06,59.96,16.68,6861,1016,0,609,551.1,29.7,68.2,-3.6,32.9,60.1,8.0
344.06,60.02,16.66,6881,1016,0,605,551.1,27.5,59.3,-2.3,32.4,51.1,8.0
345.08,60.02,16.66,6901,1016,0,601,551.1,26.4,47.9,-1.4,32.0,39.6,8.0
346.10,60.00,16.67,6921,1016,0,601,551.1,25.9,48.8,-1.3,31.9,40.4,8.0
347.12,86.37,11.58,6942,1016,0,633,551.1,23.4,66.3,3.4,30.9,56.5,13.3
348.13,60.13,16.63,6962,1016,0,693,551.1,18.8,82.7,20.7,29.2,70.4,31.1
349.13,59.91,16.69,6982,1016,0,758,551.1,12.8,95.2,43.1,27.1,79.5,53.1
350.13,60.18,16.62,7002,1016,0,816,551.1,6.4,102.4,68.4,24.9,82.9,76.6
351.15,59.90,16.69,7022,1016,0,837,551.1,0.8,103.5,93.6,22.8,80.0,99.0
352.16,84.18,11.88,7043,1016,0,842,551.1,-3.1,98.0,114.3,21.1,71.3,116.8
353.18,59.87,16.70,7063,1016,0,837,551.1,-5.1,86.6,126.3,20.1,58.0,126.8
354.18,59.97,16.68,7083,1016,0,837,551.1,-5.4,88.6,127.1,20.0,59.6,126.9
355.20,60.02,16.66,7103,1016,0,834,551.1,-5.3,104.9,122.8,20.0,74.7,120.1
356.20,59.93,16.69,7123,1016,0,833,551.1,-4.6,118.6,115.7,20.0,86.5,108.7
357.20,79.25,12.62,7143,1016,0,823,551.1,-2.6,127.9,106.6,20.0,93.3,94.6
358.21,60.26,16.59,7164,1016,0,811,551.1,0.9,131.4,96.1,20.0,94.2,79.4
359.21,60.08,16.64,7184,1016,0,788,551.1,4.9,128.7,85.6,20.0,89.0,65.6
360.23,60.07,16.65,7204,1016,0,734,551.1,8.5,120.1,76.6,20.0,78.4,54.5
361.23,59.98,16.67,7224,1016,0,716,551.1,10.6,107.1,71.4,20.0,64.3,48.6
362.23,75.19,13.30,7244,1016,0,729,551.2,13.2,113.2,72.5,21.7,69.9,49.3
363.23,60.03,16.66,7264,1016,0,779,551.2,26.7,135.1,81.2,31.2,89.3,56.3
364.25,60.23,16.60,7284,1016,0,885,551.2,50.1,155.7,94.2,47.0,105.5,68.0
365.25,60.01,16.66,7304,1016,0,968,551.2,78.6,171.2,106.6,66.1,115.5,82.2
366.26,60.09,16.64,7325,1016,0,1004,551.2,107.8,179.9,115.9,86.6,118.2,97.3
367.28,70.83,14.12,7345,1016,0,1028,551.1,132.1,180.2,121.7,105.4,113.0,111.3
368.28,60.12,16.63,7365,1016,0,1032,551.1,148.4,172.6,124.9,119.7,100.9,121.9
369.30,60.13,16.63,7385,1016,0,1032,551.1,156.3,157.6,126.5,127.4,83.5,127.6
370.30,59.99,16.67,7405,1016,0,1032,551.1,156.1,157.3,123.6,126.7,84.0,125.7
371.31,60.10,16.64,7426,1016,0,1032,551.1,151.8,158.8,108.4,120.1,91.0,114.2
372.33,68.92,14.51,7446,1016,0,1019,551.1,142.7,151.7,83.4,109.7,93.1,95.9
373.33,60.16,16.62,7466,1016,0,990,551.1,128.2,137.8,54.0,97.2,90.0,74.2
374.35,59.98,16.67,7486,1016,0,906,551.1,109.5,118.7,24.8,84.1,81.8,51.2
375.35,60.03,16.66,7506,1016,0,819,551.1,90.7,97.9,1.5,72.3,70.0,30.7
376.36,60.09,16.64,7527,1016,0,737,551.1,75.6,77.1,-14.7,63.1,55.7,14.5
377.38,67.02,14.92,7547,1016,0,679,551.1,68.4,60.6,-20.4,58.7,42.1,8.0
378.40,60.12,16.63,7567,1016,0,669,551.1,66.1,67.7,-21.0,57.5,49.1,8.0
379.40,60.02,16.66,7587,1016,0,669,551.1,58.4,80.4,-23.8,53.5,60.3,8.0
380.41,59.95,16.68,7608,1016,0,649,551.1,45.1,90.3,-26.9,47.4,67.8,8.2
381.41,60.12,16.63,7628,1016,0,621,551.1,28.1,95.6,-27.4,40.2,70.2,9.2
382.43,65.82,15.19,7648,1016,0,623,551.2,9.5,95.7,-24.8,32.6,67.1,10.4
383.45,60.12,16.63,7668,1016,0,600,551.2,-7.2,90.5,-19.5,25.8,59.0,11.4
384.46,59.99,16.67,7689,1016,0,588,551.2,-19.1,80.8,-13.8,20.8,47.0,12.2
385.46,60.19,16.61,7709,1016,0,584,551.2,-24.3,68.2,-10.7,18.6,33.4,12.5
386.48,60.30,16.58,7729,1016,0,622,551.2,-21.5,82.6,2.7,25.7,46.9,17.2
387.50,64.40,15.53,7749,1016,0,771,551.2,2.2,109.4,51.8,50.1,70.3,33.4
388.51,59.96,16.68,7770,1016,0,918,551.2,75.1,138.7,110.3,86.5,94.3,57.5
389.53,59.90,16.70,7790,1016,0,1013,551.2,175.5,166.1,118.8,129.2,115.1,85.7
390.55,60.03,16.66,7810,1016,0,1007,551.2,222.7,184.0,82.8,172.4,126.0,114.3
391.55,59.95,16.68,7830,1016,0,862,551.2,209.2,190.4,78.1,210.0,126.0,139.2
392.56,62.82,15.92,7851,1016,0,715,551.2,194.5,195.2,112.7,237.7,126.0,157.5
393.56,59.93,16.69,7871,1016,0,651,551.2,192.9,195.5,135.1,248.0,124.1,165.0
394.56,59.97,16.68,7891,1016,0,683,551.2,190.0,195.5,132.4,244.4,126.0,159.2
395.58,60.09,16.64,7911,1016,0,749,551.2,180.0,189.0,123.5,230.5,126.0,141.8
396.58,60.18,16.62,7931,1016,0,856,551.2,167.5,179.4,108.8,210.8,126.0,117.0
397.60,62.64,15.96,7951,1016,0,937,549.7,154.6,165.8,87.8,187.7,124.2,87.9
398.61,60.12,16.63,7972,1016,0,904,549.7,142.4,133.5,62.8,164.4,104.2,58.6
399.63,60.39,16.56,7992,1016,0,819,549.7,131.5,98.0,37.6,144.1,79.9,33.1
400.63,60.05,16.65,8012,1016,0,771,549.7,123.5,65.1,18.5,129.9,55.2,15.3
401.63,59.82,16.72,8032,1016,0,740,549.7,123.5,35.7,9.0,124.5,34.1,8.5
402.65,61.80,16.18,8052,1016,0,740,548.1,122.2,46.9,9.9,124.5,43.4,8.5
403.66,60.08,16.64,8073,1016,0,740,548.1,120.2,56.9,11.6,124.5,50.9,8.5
404.68,59.99,16.67,8093,1016,0,740,548.1,119.7,61.3,13.1,124.5,55.3,8.5
405.68,60.21,16.61,8113,1016,0,740,548.1,119.5,61.7,14.9,124.5,55.9,8.5
406.70,60.11,16.64,8133,1016,0,740,548.1,119.9,57.8,16.7,124.5,52.7,8.5
407.70,61.34,16.30,8153,1016,0,740,548.2,123.7,47.1,10.6,124.5,46.1,8.5
408.70,60.13,16.63,8173,1016,0,740,548.2,121.4,40.8,18.7,124.5,37.2,8.5
409.71,60.14,16.63,8194,1016,0,740,548.2,123.0,30.7,14.1,124.5,28.9,8.5
410.73,59.95,16.68,8214,1016,0,739,548.2,117.7,64.9,20.2,120.0,61.0,8.1
411.75,59.94,16.68,8234,1016,0,746,548.2,109.3,73.7,22.2,109.2,69.0,8.0
412.75,60.89,16.42,8254,1016,0,742,547.6,99.1,69.0,24.2,94.6,63.0,8.0
413.76,60.28,16.59,8275,1016,0,724,547.6,88.6,71.8,24.7,77.9,64.2,8.0
414.76,60.06,16.65,8295,1016,0,693,547.6,79.0,72.8,22.8,61.7,63.6,8.0
415.78,60.09,16.64,8315,1016,0,649,547.6,70.3,69.1,19.1,47.7,58.3,8.0
416.78,60.03,16.66,8335,1016,0,621,547.6,64.1,61.4,15.6,38.3,49.5,8.0
417.80,60.68,16.48,8355,1016,0,613,547.6,62.1,54.1,14.4,35.5,41.9,8.0
418.80,60.04,16.66,8375,1016,0,613,547.6,61.9,65.3,12.5,35.3,52.8,8.0
419.81,60.13,16.63,8396,1016,0,613,547.6,60.9,74.3,8.5,34.9,61.4,8.0
420.81,60.10,16.64,8416,1016,0,613,547.6,58.7,79.6,3.5,34.3,66.0,8.0
421.81,60.01,16.66,8436,1016,0,613,547.6,55.2,80.3,-1.2,33.6,66.2,8.0
422.81,60.91,16.42,8456,1016,0,609,547.7,51.0,76.5,-4.9,33.0,61.9,8.0
423.83,60.13,16.63,8476,1016,0,609,547.7,46.9,68.4,-7.1,32.5,53.4,8.0
424.83,59.98,16.67,8496,1016,0,601,547.7,44.1,57.4,-8.1,32.1,42.3,8.0
425.85,60.07,16.65,8516,1016,0,601,547.7,32.7,37.3,7.0,32.0,36.3,8.0
426.86,59.97,16.68,8537,1016,0,609,547.7,42.5,69.7,-8.6,31.2,52.7,10.0
427.86,60.53,16.52,8557,1016,0,665,547.6,40.1,88.1,2.5,29.7,67.1,25.9
428.88,59.89,16.70,8577,1016,0,752,547.6,35.2,104.6,17.7,27.7,77.7,47.3
429.88,60.11,16.63,8597,1016,0,804,547.6,27.6,116.4,35.3,25.5,82.6,70.7
430.90,59.90,16.69,8617,1016,0,832,547.6,18.4,122.2,54.0,23.3,81.3,93.8
431.90,60.31,16.58,8637,1016,0,842,547.6,9.8,121.2,70.8,21.5,74.1,112.7
432.91,60.38,16.56,8658,1016,0,837,547.6,3.8,113.2,82.6,20.3,61.8,125.1
433.93,60.23,16.60,8678,1016,0,835,547.6,2.1,108.3,85.1,20.0,55.6,127.7
434.93,60.01,16.66,8698,1016,0,835,547.6,-1.2,125.2,81.3,20.0,71.0,122.4
435.93,60.15,16.62,8718,1016,0,838,547.6,-7.5,141.1,74.6,20.0,83.7,112.0
436.95,60.05,16.65,8738,1016,0,837,547.6,-14.6,153.8,67.2,20.0,92.1,98.2
437.95,60.59,16.51,8758,1016,0,818,547.7,-20.5,161.0,60.8,20.0,94.6,83.4
438.95,60.10,16.64,8778,1016,0,788,547.7,-23.9,161.9,55.7,20.0,90.9,68.8
439.96,60.06,16.65,8799,1016,0,742,547.7,-25.0,156.6,51.9,20.0,81.6,57.0
440.98,60.06,16.65,8819,1016,0,729,547.7,-24.8,145.6,49.5,20.0,68.1,49.5
442.00,59.98,16.67,8839,1016,0,719,547.7,-24.2,143.5,50.0,20.6,65.2,48.5
443.01,60.22,16.61,8860,1016,0,765,547.7,-16.6,167.3,62.5,28.5,85.2,54.3
444.01,60.01,16.66,8880,1016,0,860,547.7,0.1,191.5,85.5,42.9,102.2,65.0
445.03,60.19,16.61,8900,1016,0,951,547.7,27.3,213.0,114.3,61.8,113.9,79.0
446.05,60.12,16.63,8920,1016,0,996,547.7,62.7,228.1,141.2,82.3,118.3,94.1
447.05,59.92,16.69,8940,1016,0,1019,547.7,99.2,235.0,160.1,101.4,114.8,108.3
448.06,60.19,16.61,8961,1016,0,1032,547.7,130.1,232.8,170.6,117.1,104.0,119.9
449.08,60.06,16.65,8981,1016,0,1032,547.7,148.1,221.7,174.7,126.5,87.6,126.9
450.10,60.27,16.59,9001,1016,0,1032,547.7,151.0,216.0,174.3,127.3,82.0,126.8
451.10,59.98,16.67,9021,1016,0,1032,547.7,151.6,213.1,165.0,121.9,89.9,117.3
452.10,60.02,16.66,9041,1016,0,1028,547.7,151.4,196.9,144.9,112.3,93.1,100.6
453.11,60.27,16.59,9062,1016,0,991,547.7,146.9,170.6,113.7,100.0,91.1,79.1
454.11,59.99,16.67,9082,1016,0,918,547.7,135.0,139.8,77.4,87.1,84.1,56.4
455.13,60.21,16.61,9102,1016,0,837,547.7,116.0,108.4,43.1,74.7,72.8,34.8
456.15,60.01,16.66,9122,1016,0,745,547.7,95.9,80.7,18.5,64.8,59.0,17.6
457.16,60.05,16.65,9143,1016,0,679,547.7,82.8,59.6,6.4,59.2,44.9,8.0
458.16,60.24,16.60,9163,1016,0,674,547.7,80.4,59.9,5.8,58.0,46.1,8.0
459.18,60.12,16.63,9183,1016,0,669,547.7,77.8,72.9,2.9,54.6,58.2,8.0
460.20,59.88,16.70,9203,1016,0,657,547.7,72.4,83.0,-2.5,48.8,66.6,8.0
461.21,60.26,16.59,9224,1016,0,621,547.7,63.9,88.7,-8.6,41.7,70.2,9.0
462.21,59.94,16.68,9244,1016,0,618,547.7,52.7,89.1,-14.8,34.2,68.2,10.1
463.21,60.23,16.60,9264,1016,0,612,547.8,40.3,84.4,-19.7,27.3,61.3,11.2
464.23,60.14,16.63,9284,1016,0,588,547.8,29.0,75.0,-22.7,21.8,50.0,12.0
465.23,60.03,16.66,9304,1016,0,584,547.8,22.4,62.4,-23.8,18.8,36.4,12.5
466.25,59.82,16.72,9324,1016,0,605,547.8,21.8,68.5,-21.8,22.3,42.0,15.0
467.25,60.10,16.64,9344,1016,0,728,547.8,22.2,92.9,-3.4,42.8,64.3,28.6
468.26,60.23,16.60,9365,1016,0,900,547.7,36.9,120.8,48.1,76.8,88.6,51.0
469.26,59.96,16.68,9385,1016,0,1001,547.7,96.4,147.0,114.5,117.7,110.2,78.1
470.28,60.02,16.66,9405,1016,0,1017,547.7,188.4,168.1,141.8,161.3,126.0,107.0
471.30,60.02,16.66,9425,1016,0,902,547.7,246.2,173.1,125.2,201.4,126.0,133.5
472.30,60.15,16.63,9445,1016,0,736,547.7,256.4,177.2,114.2,232.2,126.0,153.9
473.31,60.09,16.64,9466,1016,0,655,547.7,253.5,179.3,117.7,247.9,126.0,164.3
474.31,60.09,16.64,9486,1016,0,666,547.7,249.7,178.8,115.8,246.5,126.0,161.8
475.33,60.02,16.66,9506,1016,0,726,547.7,233.6,174.7,105.1,234.6,126.0,146.9
476.35,60.13,16.63,9526,1016,0,823,547.7,209.7,167.9,88.9,215.8,126.0,123.3
477.35,85.43,11.71,9546,1016,0,923,547.7,183.7,159.5,69.6,193.1,126.0,94.7
478.36,60.08,16.64,9567,1016,0,928,547.7,160.3,133.9,49.7,170.0,109.7,65.7
479.36,60.14,16.63,9587,1016,0,833,547.7,141.3,102.1,30.4,148.9,86.5,39.2
480.38,60.06,16.65,9607,1016,0,777,547.7,128.0,69.9,14.7,132.7,61.2,18.9
481.38,60.12,16.63,9627,1016,0,740,547.7,122.0,43.9,6.7,124.9,38.8,9.0
482.38,79.92,12.51,9647,1016,0,740,547.7,121.7,45.9,6.4,124.5,41.1,8.5
483.38,60.21,16.61,9667,1016,0,740,547.7,121.2,53.7,6.4,124.5,49.1,8.5
484.38,60.05,16.65,9687,1016,0,740,547.7,123.1,55.9,7.8,124.5,54.4,8.5
485.40,59.81,16.72,9707,1016,0,740,547.7,123.4,57.1,8.2,124.5,56.2,8.5
486.41,60.06,16.65,9728,1016,0,740,547.7,122.5,55.2,8.2,124.5,54.0,8.5
487.43,78.13,12.80,9748,1016,0,740,547.8,121.3,49.6,8.5,124.5,48.2,8.5
488.43,60.11,16.64,9768,1016,0,740,547.8,122.9,40.3,8.6,124.5,39.8,8.5
489.45,60.04,16.66,9788,1016,0,740,547.8,123.1,30.3,8.7,124.5,29.9,8.5
490.45,59.98,16.67,9808,1016,0,739,547.8,115.0,63.2,9.6,121.8,61.0,8.3
491.46,60.03,16.66,9829,1016,0,738,547.8,103.2,72.3,11.5,112.7,69.0,8.0
492.46,74.39,13.44,9849,1016,0,742,547.8,89.1,71.2,14.8,99.0,67.0,8.0
493.48,59.87,16.70,9869,1016,0,730,547.8,73.7,68.9,19.1,82.6,63.6,8.0
494.50,60.04,16.66,9889,1016,0,707,547.8,59.8,70.8,23.3,65.9,64.2,8.0
495.51,60.04,16.65,9910,1016,0,660,547.8,48.9,67.9,26.3,51.0,60.1,8.0
496.53,60.15,16.63,9930,1016,0,621,547.8,41.8,60.7,27.8,40.1,52.0,8.0
497.53,70.65,14.16,9950,1016,0,613,547.8,39.0,50.4,28.2,35.5,41.2,8.0
498.55,60.00,16.67,9970,1016,0,613,547.8,39.6,59.5,27.9,35.4,50.2,8.0
499.55,59.76,16.73,9990,1016,0,613,547.8,41.6,69.1,26.6,35.0,59.4,8.0
500.55,60.15,16.62,10010,1016,0,613,547.8,44.0,75.3,24.3,34.4,65.2,8.0
501.55,60.00,16.67,10030,1016,0,613,547.8,46.0,77.1,21.1,33.8,66.6,8.0
502.56,68.63,14.57,10051,1016,0,609,547.8,47.1,74.2,17.5,33.2,63.3,8.0
503.56,59.96,16.68,10071,1016,0,609,547.8,47.2,67.0,14.2,32.6,55.8,8.0
504.58,60.18,16.62,10091,1016,0,605,547.8,46.9,56.7,11.9,32.2,45.4,8.0
505.60,60.10,16.64,10111,1016,0,601,547.8,33.4,34.5,8.3,32.0,33.5,8.0
506.61,60.01,16.66,10132,1016,0,601,547.8,47.1,60.9,10.5,31.5,48.7,8.0
507.63,65.72,15.22,10152,1016,0,654,547.8,48.5,79.2,22.7,30.1,64.2,21.9
508.63,60.08,16.64,10172,1016,0,720,547.8,50.0,94.7,39.6,28.2,75.7,42.1
509.65,60.22,16.61,10192,1016,0,794,547.8,50.6,106.1,57.6,26.0,82.0,65.2
510.65,60.12,16.63,10212,1016,0,827,547.8,49.7,111.6,74.8,23.8,82.2,88.4
511.66,60.19,16.61,10233,1016,0,833,547.8,47.5,110.6,89.5,21.8,76.2,108.8
512.66,63.82,15.67,10253,1016,0,837,547.8,45.2,103.2,99.6,20.5,65.2,122.9
513.68,60.10,16.64,10273,1016,0,835,547.8,44.2,91.1,103.2,20.0,51.7,128.0
514.68,60.08,16.64,10293,1016,0,837,547.8,42.8,107.5,98.1,20.0,67.3,124.3
515.68,60.09,16.64,10313,1016,0,842,547.8,39.0,123.2,85.9,20.0,80.9,115.0
516.70,60.09,16.64,10333,1016,0,833,547.8,33.0,136.0,69.5,20.0,90.6,101.8
517.70,63.63,15.72,10353,1016,0,819,547.9,25.5,143.4,52.8,20.0,94.6,87.1
518.70,60.03,16.66,10373,1016,0,798,547.9,17.9,144.9,38.0,20.0,92.4,72.5
519.71,59.86,16.71,10394,1016,0,761,547.9,11.5,140.0,26.7,20.0,84.4,59.6
520.73,60.14,16.63,10414,1016,0,729,547.9,7.4,129.5,19.6,20.0,71.7,50.8
521.73,60.10,16.64,10434,1016,0,716,547.9,6.1,118.4,17.5,20.0,59.8,48.0
522.73,63.56,15.73,10454,1016,0,741,547.9,8.3,140.2,22.7,25.5,79.8,52.1
523.73,59.87,16.70,10474,1016,0,835,547.9,13.9,163.1,36.2,38.3,97.9,61.6
524.73,59.98,16.67,10494,1016,0,919,547.9,23.4,183.2,57.8,56.0,111.2,74.6
525.75,59.86,16.71,10514,1016,0,988,547.9,38.5,197.8,85.8,76.2,117.8,89.7
526.76,60.13,16.63,10535,1016,0,1019,547.9,58.8,204.6,114.7,96.2,116.6,104.5
527.78,63.13,15.84,10555,1016,0,1032,547.9,80.5,202.7,138.6,113.3,107.7,117.1
528.78,60.12,16.63,10575,1016,0,1032,547.9,96.9,192.7,153.4,124.6,92.9,125.4
529.80,60.01,16.66,10595,1016,0,1032,547.9,102.1,180.1,157.7,127.9,78.8,127.9
530.80,60.08,16.64,10615,1016,0,1032,547.9,99.0,184.4,154.3,124.0,88.0,121.1
531.81,59.92,16.69,10636,1016,0,1028,547.9,93.9,177.5,145.6,115.4,92.7,105.9
532.81,62.49,16.00,10656,1016,0,1007,547.9,90.0,161.6,130.8,103.8,92.2,85.7
533.83,60.06,16.65,10676,1016,0,958,547.9,87.4,139.2,108.9,90.7,86.5,62.8
534.85,59.97,16.67,10696,1016,0,853,547.9,84.2,114.0,82.0,78.0,76.3,40.5
535.85,60.08,16.64,10716,1016,0,767,547.9,79.2,89.9,56.4,67.4,63.2,22.0
536.86,60.02,16.66,10737,1016,0,689,547.9,74.1,69.0,37.9,60.3,49.0,9.7
537.88,61.16,16.35,10757,1016,0,674,547.9,72.4,60.6,34.4,58.4,42.3,8.0
538.90,59.96,16.68,10777,1016,0,669,547.9,72.8,74.3,34.0,55.8,55.1,8.0
539.91,60.01,16.66,10798,1016,0,660,547.9,73.7,85.9,32.3,50.6,64.7,8.0
540.93,60.02,16.66,10818,1016,0,641,547.9,74.8,93.6,28.6,43.7,69.7,8.7
541.93,60.08,16.64,10838,1016,0,617,547.9,74.8,96.3,22.1,36.3,69.3,9.8
542.93,61.30,16.31,10858,1016,0,619,548.0,72.8,93.7,13.4,29.1,63.7,10.9
543.95,59.95,16.68,10878,1016,0,588,548.0,69.1,86.2,4.7,23.1,53.5,11.8
544.95,59.92,16.69,10898,1016,0,584,548.0,65.8,75.0,-1.2,19.3,40.5,12.4
545.95,59.95,16.68,10918,1016,0,588,548.0,65.6,71.2,-3.2,19.5,36.3,13.2
546.96,60.04,16.66,10939,1016,0,672,548.0,71.2,94.8,-11.4,35.4,57.7,23.7
547.96,61.29,16.31,10959,1016,0,863,547.9,63.9,123.3,-8.3,66.3,81.9,44.1
548.98,60.05,16.65,10979,1016,0,985,547.9,56.1,152.2,47.4,106.4,104.8,70.6
550.00,59.96,16.68,10999,1016,0,1017,547.9,106.3,177.0,138.1,149.3,122.8,99.0
551.01,59.88,16.70,11020,1016,0,954,547.9,208.8,187.1,184.1,190.9,126.0,126.6
552.03,60.15,16.62,11040,1016,0,784,547.9,283.0,192.9,169.8,224.8,126.0,149.0
553.03,60.85,16.43,11060,1016,0,679,547.9,306.3,196.6,149.4,245.2,126.0,162.5
